title,label,category,explanation_tokens,platform
Complete Guide to Python,0,none,,YouTube
This Health Trick Went Viral Overnight!,1,shock_value,Mobile|Technology,YouTube
Beginner Friendly Startup Course,0,none,,YouTube
Beginner Friendly Machine Learning Course,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,curiosity_gap,Cybersecurity|Cybersecurity,YouTube
Technology Basics for Students,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,curiosity_gap,Web Development|Startup,YouTube
Beginner Friendly Kerala Course,0,none,,YouTube
Complete Guide to Technology,0,none,,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,exaggeration,Mobile|Python,YouTube
I Tried Health And THIS Happened!,1,exaggeration,Cybersecurity|Technology,YouTube
How Students Works Step by Step,0,none,,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Health Demo and Walkthrough,0,none,,YouTube
People Are Shocked After Watching This Machine Learning!,1,misleading_number,Startup|Engineer,YouTube
How Engineer Works Step by Step,0,none,,YouTube
This Cybersecurity Video Is Breaking The Internet!,1,shock_value,Startup|Mobile,YouTube
Everyone Is Talking About This Python!,1,misleading_number,Startup|AI,YouTube
This Gaming Experiment Shocked Everyone!,1,misleading_number,AI|Mobile,YouTube
Top 5 Startup Videos You Must Watch!,1,curiosity_gap,Technology|Web Development,YouTube
Top 5 Data Science Videos You Must Watch!,1,shock_value,Engineer|Finance,YouTube
You Won't Believe This Web Development Video!,1,emotional,Gaming|Kerala,YouTube
Machine Learning Project Explanation,0,none,,YouTube
This Data Science Trick Went Viral Overnight!,1,misleading_number,Engineer|Finance,YouTube
Top 5 Engineer Videos You Must Watch!,1,emotional,Startup|AI,YouTube
Top 5 Kerala Videos You Must Watch!,1,emotional,Gaming|Technology,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
Kerala Basics for Students,0,none,,YouTube
Data Science Project Explanation,0,none,,YouTube
Beginner Friendly Health Course,0,none,,YouTube
The Truth About Web Development Finally Revealed!,1,shock_value,Gaming|Finance,YouTube
The Truth About Web Development Finally Revealed!,1,misleading_number,Web Development|Data Science,YouTube
Kerala Review and Performance Test,0,none,,YouTube
You Won't Believe This Health Video!,1,misleading_number,Mobile|Mobile,YouTube
Technology Basics for Students,0,none,,YouTube
Health Tutorial for Beginners,0,none,,YouTube
People Are Shocked After Watching This Health!,1,shock_value,Data Science|Kerala,YouTube
I Tried Mobile And THIS Happened!,1,emotional,Gaming|Data Science,YouTube
Beginner Friendly AI Course,0,none,,YouTube
You Will Regret Missing This Kerala Video!,1,shock_value,AI|Cybersecurity,YouTube
Beginner Friendly Technology Course,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
You Won't Believe This Machine Learning Video!,1,exaggeration,Health|Cybersecurity,YouTube
Health Basics for Students,0,none,,YouTube
You Won't Believe This Web Development Video!,1,curiosity_gap,Technology|Startup,YouTube
This Health Experiment Shocked Everyone!,1,shock_value,Web Development|AI,YouTube
You Won't Believe This Finance Video!,1,misleading_number,Web Development|Python,YouTube
The Truth About Health Finally Revealed!,1,emotional,Python|Web Development,YouTube
People Are Shocked After Watching This Engineer!,1,curiosity_gap,Engineer|AI,YouTube
I Tried Technology And THIS Happened!,1,exaggeration,Engineer|Finance,YouTube
Engineer Analysis with Real Examples,0,none,,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
This Data Science Trick Went Viral Overnight!,1,misleading_number,Kerala|Web Development,YouTube
This Finance Trick Went Viral Overnight!,1,curiosity_gap,Data Science|Data Science,YouTube
Python Tutorial for Beginners,0,none,,YouTube
This Finance Trick Went Viral Overnight!,1,emotional,Data Science|Gaming,YouTube
Complete Guide to Students,0,none,,YouTube
You Won't Believe This Mobile Video!,1,emotional,Health|Startup,YouTube
You Won't Believe This Finance Video!,1,curiosity_gap,Kerala|Mobile,YouTube
The Truth About Technology Finally Revealed!,1,curiosity_gap,Cybersecurity|Health,YouTube
Finance Tutorial for Beginners,0,none,,YouTube
You Won't Believe This Gaming Video!,1,exaggeration,Cybersecurity|AI,YouTube
I Tried Data Science And THIS Happened!,1,curiosity_gap,Mobile|Startup,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
People Are Shocked After Watching This Health!,1,exaggeration,Kerala|Engineer,YouTube
You Won't Believe This AI Video!,1,shock_value,Technology|Cybersecurity,YouTube
How Data Science Works Step by Step,0,none,,YouTube
Python Analysis with Real Examples,0,none,,YouTube
You Won't Believe This Web Development Video!,1,curiosity_gap,Startup|AI,YouTube
Everyone Is Talking About This Data Science!,1,shock_value,Startup|Technology,YouTube
Beginner Friendly AI Course,0,none,,YouTube
Engineer Review and Performance Test,0,none,,YouTube
You Will Regret Missing This AI Video!,1,shock_value,Finance|Web Development,YouTube
I Tried Web Development And THIS Happened!,1,misleading_number,Data Science|Gaming,YouTube
The Truth About Engineer Finally Revealed!,1,curiosity_gap,Mobile|Data Science,YouTube
Mobile Basics for Students,0,none,,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
This Machine Learning Trick Went Viral Overnight!,1,curiosity_gap,Technology|Technology,YouTube
Startup Project Explanation,0,none,,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,emotional,Machine Learning|Cybersecurity,YouTube
The Truth About Cybersecurity Finally Revealed!,1,misleading_number,Startup|Python,YouTube
I Tried Health And THIS Happened!,1,emotional,Students|Web Development,YouTube
People Are Shocked After Watching This Kerala!,1,shock_value,Startup|Cybersecurity,YouTube
Students Analysis with Real Examples,0,none,,YouTube
Top 5 AI Videos You Must Watch!,1,misleading_number,Machine Learning|Python,YouTube
You Won't Believe This Kerala Video!,1,curiosity_gap,Kerala|Finance,YouTube
AI Project Explanation,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
I Tried AI And THIS Happened!,1,curiosity_gap,Kerala|Web Development,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
Finance Project Explanation,0,none,,YouTube
This Web Development Video Is Breaking The Internet!,1,exaggeration,Cybersecurity|Engineer,YouTube
Engineer Analysis with Real Examples,0,none,,YouTube
People Are Shocked After Watching This Gaming!,1,emotional,Web Development|Machine Learning,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Mobile Demo and Walkthrough,0,none,,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
Complete Guide to AI,0,none,,YouTube
People Are Shocked After Watching This Machine Learning!,1,emotional,Technology|Cybersecurity,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,exaggeration,Gaming|Technology,YouTube
This Kerala Trick Went Viral Overnight!,1,shock_value,Web Development|Web Development,YouTube
Web Development Project Explanation,0,none,,YouTube
Startup Review and Performance Test,0,none,,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
You Will Regret Missing This Startup Video!,1,exaggeration,Engineer|Gaming,YouTube
I Tried Cybersecurity And THIS Happened!,1,curiosity_gap,Cybersecurity|Python,YouTube
You Won't Believe This Students Video!,1,exaggeration,Technology|Finance,YouTube
This Gaming Experiment Shocked Everyone!,1,shock_value,Students|Data Science,YouTube
You Will Regret Missing This Machine Learning Video!,1,shock_value,Gaming|Finance,YouTube
Web Development Review and Performance Test,0,none,,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Startup Course,0,none,,YouTube
Beginner Friendly Web Development Course,0,none,,YouTube
Top 5 Students Videos You Must Watch!,1,curiosity_gap,Students|Gaming,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Startup Demo and Walkthrough,0,none,,YouTube
How Health Works Step by Step,0,none,,YouTube
Web Development Demo and Walkthrough,0,none,,YouTube
Engineer Tutorial for Beginners,0,none,,YouTube
The Truth About Health Finally Revealed!,1,exaggeration,Gaming|Gaming,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
You Won't Believe This Startup Video!,1,curiosity_gap,Finance|AI,YouTube
People Are Shocked After Watching This Technology!,1,shock_value,Startup|Technology,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Complete Guide to Technology,0,none,,YouTube
How Health Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Health!,1,exaggeration,Startup|Web Development,YouTube
You Will Regret Missing This Cybersecurity Video!,1,shock_value,Startup|Machine Learning,YouTube
This Finance Video Is Breaking The Internet!,1,misleading_number,Mobile|Python,YouTube
Finance Review and Performance Test,0,none,,YouTube
Beginner Friendly Kerala Course,0,none,,YouTube
Python Demo and Walkthrough,0,none,,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
People Are Shocked After Watching This Finance!,1,shock_value,Engineer|Data Science,YouTube
Top 5 Health Videos You Must Watch!,1,misleading_number,Health|Engineer,YouTube
Students Analysis with Real Examples,0,none,,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
The Truth About Technology Finally Revealed!,1,misleading_number,Data Science|Machine Learning,YouTube
I Tried Cybersecurity And THIS Happened!,1,exaggeration,Mobile|Startup,YouTube
The Truth About Startup Finally Revealed!,1,emotional,Kerala|Machine Learning,YouTube
Students Basics for Students,0,none,,YouTube
Students Explained in 10 Minutes,0,none,,YouTube
How AI Works Step by Step,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
You Won't Believe This Python Video!,1,emotional,Gaming|Students,YouTube
People Are Shocked After Watching This Engineer!,1,shock_value,AI|Cybersecurity,YouTube
People Are Shocked After Watching This Python!,1,exaggeration,Cybersecurity|Technology,YouTube
Machine Learning Analysis with Real Examples,0,none,,YouTube
Data Science Project Explanation,0,none,,YouTube
This Students Trick Went Viral Overnight!,1,curiosity_gap,Students|Data Science,YouTube
This Startup Video Is Breaking The Internet!,1,shock_value,Gaming|Health,YouTube
This Engineer Trick Went Viral Overnight!,1,curiosity_gap,Kerala|Health,YouTube
Health Basics for Students,0,none,,YouTube
You Will Regret Missing This Cybersecurity Video!,1,curiosity_gap,Health|Health,YouTube
People Are Shocked After Watching This Engineer!,1,shock_value,Startup|Gaming,YouTube
The Truth About Finance Finally Revealed!,1,emotional,Technology|Startup,YouTube
Top 5 Web Development Videos You Must Watch!,1,exaggeration,Health|Kerala,YouTube
This Gaming Trick Went Viral Overnight!,1,emotional,Startup|Web Development,YouTube
This Data Science Experiment Shocked Everyone!,1,emotional,Python|Web Development,YouTube
You Will Regret Missing This Gaming Video!,1,misleading_number,Health|Python,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,emotional,Startup|Gaming,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
AI Demo and Walkthrough,0,none,,YouTube
This AI Trick Went Viral Overnight!,1,shock_value,Cybersecurity|Gaming,YouTube
I Tried Mobile And THIS Happened!,1,shock_value,Students|Gaming,YouTube
People Are Shocked After Watching This Finance!,1,curiosity_gap,Gaming|Machine Learning,YouTube
Beginner Friendly Kerala Course,0,none,,YouTube
How Students Works Step by Step,0,none,,YouTube
This Startup Experiment Shocked Everyone!,1,misleading_number,Machine Learning|Machine Learning,YouTube
How Web Development Works Step by Step,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
Top 5 Python Videos You Must Watch!,1,emotional,Gaming|Technology,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
Students Review and Performance Test,0,none,,YouTube
This AI Experiment Shocked Everyone!,1,shock_value,Cybersecurity|Gaming,YouTube
Python Review and Performance Test,0,none,,YouTube
AI Explained in 10 Minutes,0,none,,YouTube
This Kerala Experiment Shocked Everyone!,1,curiosity_gap,Kerala|Gaming,YouTube
Mobile Review and Performance Test,0,none,,YouTube
You Won't Believe This Engineer Video!,1,exaggeration,Gaming|Students,YouTube
Complete Guide to Python,0,none,,YouTube
Complete Guide to Python,0,none,,YouTube
People Are Shocked After Watching This Gaming!,1,shock_value,Mobile|Cybersecurity,YouTube
You Won't Believe This Data Science Video!,1,emotional,Gaming|Startup,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
Startup Demo and Walkthrough,0,none,,YouTube
You Won't Believe This Web Development Video!,1,emotional,Kerala|Kerala,YouTube
This Students Video Is Breaking The Internet!,1,emotional,Kerala|Web Development,YouTube
Machine Learning Project Explanation,0,none,,YouTube
This Finance Video Is Breaking The Internet!,1,misleading_number,Health|Kerala,YouTube
You Won't Believe This Machine Learning Video!,1,emotional,Health|Engineer,YouTube
Health Project Explanation,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,emotional,Startup|Cybersecurity,YouTube
You Won't Believe This Cybersecurity Video!,1,misleading_number,Data Science|Technology,YouTube
Everyone Is Talking About This Technology!,1,exaggeration,Gaming|Finance,YouTube
Everyone Is Talking About This Gaming!,1,emotional,Data Science|AI,YouTube
You Won't Believe This Machine Learning Video!,1,misleading_number,Students|Cybersecurity,YouTube
You Won't Believe This Mobile Video!,1,emotional,Kerala|Engineer,YouTube
This Health Experiment Shocked Everyone!,1,curiosity_gap,Engineer|Mobile,YouTube
Everyone Is Talking About This Machine Learning!,1,shock_value,Data Science|Finance,YouTube
You Won't Believe This Gaming Video!,1,misleading_number,Health|Startup,YouTube
I Tried Python And THIS Happened!,1,misleading_number,Data Science|Data Science,YouTube
Python Demo and Walkthrough,0,none,,YouTube
This Health Experiment Shocked Everyone!,1,shock_value,Cybersecurity|Startup,YouTube
Complete Guide to Finance,0,none,,YouTube
Top 5 Finance Videos You Must Watch!,1,exaggeration,Technology|Startup,YouTube
You Will Regret Missing This Machine Learning Video!,1,exaggeration,Web Development|Data Science,YouTube
You Won't Believe This Technology Video!,1,exaggeration,Health|Web Development,YouTube
You Will Regret Missing This Finance Video!,1,curiosity_gap,Startup|Python,YouTube
How AI Works Step by Step,0,none,,YouTube
Technology Analysis with Real Examples,0,none,,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
You Won't Believe This Startup Video!,1,emotional,Web Development|Kerala,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Web Development Course,0,none,,YouTube
You Will Regret Missing This Web Development Video!,1,shock_value,Data Science|Technology,YouTube
Students Explained in 10 Minutes,0,none,,YouTube
Everyone Is Talking About This Students!,1,exaggeration,Python|Web Development,YouTube
People Are Shocked After Watching This Engineer!,1,emotional,Machine Learning|Cybersecurity,YouTube
You Will Regret Missing This Data Science Video!,1,exaggeration,Python|Machine Learning,YouTube
This Python Trick Went Viral Overnight!,1,exaggeration,Cybersecurity|Data Science,YouTube
Gaming Basics for Students,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,misleading_number,Startup|Mobile,YouTube
Top 5 Health Videos You Must Watch!,1,misleading_number,Gaming|Python,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
The Truth About Machine Learning Finally Revealed!,1,exaggeration,Data Science|Engineer,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
Top 5 Technology Videos You Must Watch!,1,curiosity_gap,Finance|Machine Learning,YouTube
I Tried Engineer And THIS Happened!,1,emotional,Mobile|Python,YouTube
Beginner Friendly Students Course,0,none,,YouTube
Beginner Friendly Technology Course,0,none,,YouTube
How Web Development Works Step by Step,0,none,,YouTube
You Won't Believe This Cybersecurity Video!,1,exaggeration,Web Development|Mobile,YouTube
This AI Experiment Shocked Everyone!,1,exaggeration,Cybersecurity|Gaming,YouTube
Complete Guide to Kerala,0,none,,YouTube
This AI Video Is Breaking The Internet!,1,misleading_number,Health|AI,YouTube
Complete Guide to Startup,0,none,,YouTube
People Are Shocked After Watching This Data Science!,1,curiosity_gap,Machine Learning|Technology,YouTube
Machine Learning Project Explanation,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
This Gaming Video Is Breaking The Internet!,1,shock_value,Mobile|Technology,YouTube
I Tried AI And THIS Happened!,1,exaggeration,Machine Learning|Mobile,YouTube
This Technology Experiment Shocked Everyone!,1,exaggeration,AI|Gaming,YouTube
This Mobile Experiment Shocked Everyone!,1,emotional,Engineer|Kerala,YouTube
Mobile Basics for Students,0,none,,YouTube
Python Tutorial for Beginners,0,none,,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
Engineer Basics for Students,0,none,,YouTube
I Tried Startup And THIS Happened!,1,curiosity_gap,Cybersecurity|Finance,YouTube
Beginner Friendly Technology Course,0,none,,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
The Truth About Students Finally Revealed!,1,exaggeration,Engineer|Engineer,YouTube
You Won't Believe This Cybersecurity Video!,1,shock_value,Python|Machine Learning,YouTube
Health Review and Performance Test,0,none,,YouTube
How Mobile Works Step by Step,0,none,,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,misleading_number,Machine Learning|Engineer,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
Python Basics for Students,0,none,,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
I Tried Cybersecurity And THIS Happened!,1,emotional,Finance|Machine Learning,YouTube
Health Tutorial for Beginners,0,none,,YouTube
This Students Experiment Shocked Everyone!,1,emotional,Mobile|Data Science,YouTube
Beginner Friendly Cybersecurity Course,0,none,,YouTube
AI Review and Performance Test,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
This Machine Learning Video Is Breaking The Internet!,1,emotional,Engineer|Machine Learning,YouTube
Complete Guide to Gaming,0,none,,YouTube
I Tried Web Development And THIS Happened!,1,misleading_number,Cybersecurity|Kerala,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,emotional,Health|Machine Learning,YouTube
How Web Development Works Step by Step,0,none,,YouTube
You Won't Believe This Finance Video!,1,shock_value,Health|Python,YouTube
This Mobile Experiment Shocked Everyone!,1,misleading_number,Students|Kerala,YouTube
Beginner Friendly AI Course,0,none,,YouTube
People Are Shocked After Watching This Technology!,1,shock_value,Cybersecurity|Technology,YouTube
Complete Guide to Students,0,none,,YouTube
AI Review and Performance Test,0,none,,YouTube
I Tried AI And THIS Happened!,1,misleading_number,Engineer|Students,YouTube
This Health Trick Went Viral Overnight!,1,emotional,Web Development|Health,YouTube
You Won't Believe This Python Video!,1,misleading_number,Web Development|Health,YouTube
How Python Works Step by Step,0,none,,YouTube
Engineer Project Explanation,0,none,,YouTube
This Machine Learning Video Is Breaking The Internet!,1,misleading_number,Health|Cybersecurity,YouTube
Students Project Explanation,0,none,,YouTube
Students Demo and Walkthrough,0,none,,YouTube
I Tried Startup And THIS Happened!,1,emotional,Python|Kerala,YouTube
Web Development Demo and Walkthrough,0,none,,YouTube
People Are Shocked After Watching This Cybersecurity!,1,exaggeration,Data Science|Startup,YouTube
Complete Guide to Data Science,0,none,,YouTube
Complete Guide to Students,0,none,,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
Technology Basics for Students,0,none,,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
Mobile Review and Performance Test,0,none,,YouTube
AI Analysis with Real Examples,0,none,,YouTube
The Truth About Data Science Finally Revealed!,1,curiosity_gap,Startup|Engineer,YouTube
Complete Guide to Web Development,0,none,,YouTube
Top 5 Kerala Videos You Must Watch!,1,exaggeration,Kerala|AI,YouTube
This Mobile Experiment Shocked Everyone!,1,shock_value,Students|Web Development,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,shock_value,Health|Machine Learning,YouTube
Cybersecurity Review and Performance Test,0,none,,YouTube
You Will Regret Missing This Startup Video!,1,shock_value,Web Development|Mobile,YouTube
You Will Regret Missing This Python Video!,1,misleading_number,Python|Health,YouTube
You Won't Believe This Engineer Video!,1,misleading_number,Finance|Data Science,YouTube
Engineer Project Explanation,0,none,,YouTube
Startup Review and Performance Test,0,none,,YouTube
The Truth About Engineer Finally Revealed!,1,curiosity_gap,Finance|Kerala,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
This Mobile Experiment Shocked Everyone!,1,shock_value,Data Science|Students,YouTube
How Health Works Step by Step,0,none,,YouTube
Machine Learning Explained in 10 Minutes,0,none,,YouTube
This AI Experiment Shocked Everyone!,1,curiosity_gap,Web Development|Web Development,YouTube
Kerala Basics for Students,0,none,,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
People Are Shocked After Watching This AI!,1,exaggeration,Python|Cybersecurity,YouTube
This Data Science Trick Went Viral Overnight!,1,emotional,Mobile|Students,YouTube
People Are Shocked After Watching This Mobile!,1,misleading_number,Engineer|Machine Learning,YouTube
Engineer Analysis with Real Examples,0,none,,YouTube
I Tried Gaming And THIS Happened!,1,misleading_number,Machine Learning|Finance,YouTube
Gaming Tutorial for Beginners,0,none,,YouTube
Python Project Explanation,0,none,,YouTube
How Cybersecurity Works Step by Step,0,none,,YouTube
I Tried Students And THIS Happened!,1,shock_value,Kerala|Technology,YouTube
How AI Works Step by Step,0,none,,YouTube
Finance Basics for Students,0,none,,YouTube
How Students Works Step by Step,0,none,,YouTube
This Startup Video Is Breaking The Internet!,1,misleading_number,Cybersecurity|Web Development,YouTube
The Truth About Machine Learning Finally Revealed!,1,curiosity_gap,Kerala|Python,YouTube
Web Development Review and Performance Test,0,none,,YouTube
I Tried Web Development And THIS Happened!,1,emotional,AI|Python,YouTube
Finance Project Explanation,0,none,,YouTube
I Tried Startup And THIS Happened!,1,exaggeration,Python|Mobile,YouTube
Beginner Friendly AI Course,0,none,,YouTube
Complete Guide to Web Development,0,none,,YouTube
Everyone Is Talking About This Machine Learning!,1,emotional,Technology|Python,YouTube
The Truth About Web Development Finally Revealed!,1,misleading_number,Gaming|Finance,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
I Tried Python And THIS Happened!,1,curiosity_gap,Engineer|Students,YouTube
Complete Guide to Kerala,0,none,,YouTube
How Technology Works Step by Step,0,none,,YouTube
Machine Learning Review and Performance Test,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,exaggeration,Startup|AI,YouTube
People Are Shocked After Watching This Kerala!,1,curiosity_gap,Finance|Health,YouTube
You Won't Believe This Data Science Video!,1,emotional,Engineer|Gaming,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
Technology Project Explanation,0,none,,YouTube
Top 5 Finance Videos You Must Watch!,1,shock_value,Kerala|Web Development,YouTube
Kerala Basics for Students,0,none,,YouTube
This Engineer Experiment Shocked Everyone!,1,misleading_number,Mobile|Finance,YouTube
This Students Experiment Shocked Everyone!,1,misleading_number,Startup|Data Science,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
How Technology Works Step by Step,0,none,,YouTube
People Are Shocked After Watching This Technology!,1,shock_value,AI|Data Science,YouTube
Startup Basics for Students,0,none,,YouTube
Startup Demo and Walkthrough,0,none,,YouTube
You Will Regret Missing This Gaming Video!,1,emotional,Health|Gaming,YouTube
People Are Shocked After Watching This Data Science!,1,curiosity_gap,AI|Health,YouTube
Finance Tutorial for Beginners,0,none,,YouTube
This Engineer Video Is Breaking The Internet!,1,shock_value,Technology|AI,YouTube
Complete Guide to Gaming,0,none,,YouTube
This Machine Learning Video Is Breaking The Internet!,1,emotional,Kerala|Python,YouTube
Beginner Friendly Mobile Course,0,none,,YouTube
This Startup Video Is Breaking The Internet!,1,exaggeration,Cybersecurity|Finance,YouTube
Gaming Review and Performance Test,0,none,,YouTube
Machine Learning Basics for Students,0,none,,YouTube
I Tried Technology And THIS Happened!,1,shock_value,AI|Technology,YouTube
Everyone Is Talking About This Kerala!,1,exaggeration,Health|Students,YouTube
Everyone Is Talking About This Data Science!,1,emotional,Startup|Cybersecurity,YouTube
Python Analysis with Real Examples,0,none,,YouTube
People Are Shocked After Watching This Kerala!,1,curiosity_gap,Health|Students,YouTube
You Won't Believe This Python Video!,1,shock_value,Startup|Technology,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
People Are Shocked After Watching This Finance!,1,emotional,Cybersecurity|Technology,YouTube
You Will Regret Missing This Engineer Video!,1,shock_value,Startup|Mobile,YouTube
You Won't Believe This Startup Video!,1,emotional,Health|AI,YouTube
Python Demo and Walkthrough,0,none,,YouTube
I Tried Data Science And THIS Happened!,1,exaggeration,Cybersecurity|Technology,YouTube
This Cybersecurity Video Is Breaking The Internet!,1,misleading_number,Kerala|AI,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
People Are Shocked After Watching This Students!,1,shock_value,Kerala|Machine Learning,YouTube
Gaming Basics for Students,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,exaggeration,Engineer|AI,YouTube
I Tried Technology And THIS Happened!,1,misleading_number,AI|Kerala,YouTube
Health Analysis with Real Examples,0,none,,YouTube
Finance Basics for Students,0,none,,YouTube
How Kerala Works Step by Step,0,none,,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
Students Explained in 10 Minutes,0,none,,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
Python Demo and Walkthrough,0,none,,YouTube
How Engineer Works Step by Step,0,none,,YouTube
This Kerala Video Is Breaking The Internet!,1,shock_value,Kerala|Gaming,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
You Will Regret Missing This Students Video!,1,shock_value,AI|Kerala,YouTube
Beginner Friendly Mobile Course,0,none,,YouTube
This Gaming Experiment Shocked Everyone!,1,emotional,Engineer|Students,YouTube
You Will Regret Missing This Kerala Video!,1,exaggeration,Startup|Engineer,YouTube
This Data Science Trick Went Viral Overnight!,1,shock_value,Data Science|Health,YouTube
This Students Experiment Shocked Everyone!,1,exaggeration,Data Science|Kerala,YouTube
The Truth About Technology Finally Revealed!,1,emotional,Gaming|Mobile,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
You Will Regret Missing This Machine Learning Video!,1,exaggeration,Health|Health,YouTube
Web Development Basics for Students,0,none,,YouTube
Startup Review and Performance Test,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
AI Basics for Students,0,none,,YouTube
Startup Project Explanation,0,none,,YouTube
How Finance Works Step by Step,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
How Web Development Works Step by Step,0,none,,YouTube
You Won't Believe This Startup Video!,1,curiosity_gap,Data Science|AI,YouTube
Python Demo and Walkthrough,0,none,,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
Students Demo and Walkthrough,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Kerala Project Explanation,0,none,,YouTube
Web Development Review and Performance Test,0,none,,YouTube
Finance Explained in 10 Minutes,0,none,,YouTube
Beginner Friendly Data Science Course,0,none,,YouTube
You Won't Believe This Startup Video!,1,shock_value,Gaming|Machine Learning,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
Machine Learning Explained in 10 Minutes,0,none,,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
Technology Basics for Students,0,none,,YouTube
Everyone Is Talking About This Health!,1,misleading_number,Students|Kerala,YouTube
Top 5 Python Videos You Must Watch!,1,shock_value,Finance|Machine Learning,YouTube
Mobile Project Explanation,0,none,,YouTube
Python Basics for Students,0,none,,YouTube
Top 5 Web Development Videos You Must Watch!,1,misleading_number,Python|Web Development,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
Finance Project Explanation,0,none,,YouTube
You Won't Believe This Kerala Video!,1,exaggeration,Gaming|Health,YouTube
You Won't Believe This Python Video!,1,misleading_number,Startup|Technology,YouTube
You Will Regret Missing This Data Science Video!,1,shock_value,Students|Finance,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
Kerala Review and Performance Test,0,none,,YouTube
Engineer Explained in 10 Minutes,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
Beginner Friendly Cybersecurity Course,0,none,,YouTube
Kerala Basics for Students,0,none,,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
